title,date,link,desc,label
"Ganjar Tolak Timnas Israel Tanding di Indonesia, Ungkit Komitmen Bung Karno", 24 Mar 2023 11:55 ,https://news.detik.com/berita/d-6635436/ganjar-tolak-timnas-israel-tanding-di-indonesia-ungkit-komitmen-bung-karno,gubernur jawa ganjar pranowo tolak tim israel main piala dunia u 20 selenggara indonesia tolak ganjar komitmen presiden ri soekarnokita komitmen karno palestina suara konferensi asia afrika gera non blok conference of the new emerging forces ya amanat beliau ganjar lansir detikjateng jumat 2432023 ganjar sorot laku israel palestina dukung juang merdeka palestina suara dukung juang palestina merdeka jelasnyaganjar dukung sikap pdip tolak hadir tim nasional israel helat piala dunia u 20 indonesia panitia kait upaya langkah terobos selenggara piala dunia u 20 jalan korban komitmen bangsasehingga selenggara piala dunia u 20 korban komitmen wujud palestina merdeka jaga damai sosialpolitik negeri indonesia tutupnyasimak video pkspdip suara tolak timnas israel piala dunia u 20 gambasvideo 20 detik,VALID
Kritik Amien Rais Dijawab Tim Reformasi Hukum Bentukan Mahfud Md, 10 Jun 2023 05:59 ,https://news.detik.com/berita/d-6765001/kritik-amien-rais-dijawab-tim-reformasi-hukum-bentukan-mahfud-md,ketua majelis syuro partai ummat amien rais kritik keras tim cepat reformasi hukum bentuk menko polhukam mahfud md kritik amien rais anggota tim cepat reformasi hukum najwa shihabsebagaimana kritik amien rais kait presiden joko widodo jokowi cawecawe campur pilpres 2024 nilai jokowi cawecawe intervensi pilpres amien rais kanal youtube amien rais official unggah akun instagram partai ummat amien bicara kait manuver bahaya jokowisaya manuver bahaya jokowi tangantangan kuasa manuver raguragu malu amien video jokowi henti manuver politik kanal youtube amien rais official jumat 262023 amien ungkit putus mahkamah konsituti mk ubah jabat pimpin kpk 4 5 ungkit hubung ketua mk anwar usman jokowidia kritik tim cepat reformasi hukum bentuk menko polhukam mahfud md amien rais tim desember 2023 hasil kerja sodor perintah bentuk presiden hasil milu 2024 tim cepat reformasi hukum sungguh hina presiden pilih presiden pilih rakyat 2024 indonesia menginjakinjak mengacakacak dunia hukum lawless indonesia indonesia hukum zaman jokowi langsung presiden pilih rakyat ucapnyalalu tanggap mahfud baca halaman selanjutnyasimak video mahfud ogah respons tuding amien rais tim reformasi hukumgambasvideo 20 detik,VALID
"[SALAH] “Innalilahi, Ini Pesan Wasiat Irfan Hakim Kepada Istri Dan Anak-anaknya Sebelum Meningg4l Dunia.!!”				",September 27 2021,https://turnbackhoax.id/2021/09/27/salah-innalilahi-ini-pesan-wasiat-irfan-hakim-kepada-istri-dan-anak-anaknya-sebelum-meningg4l-dunia/,hasil periksa fakta novita kusuma wardhani institut ilmu sosial ilmu politik iisip jakarta informasi salah fakta tanggal 21 september 2021 irfan hakim isi acara live tayang salah channel televisi swasta indonesia judul acara bintang pantura lengkap jelas kategori koneksi salah sumber youtubearchivephgu 8 ih narasiinnalilahi wa inna ilahi rojiun pesan akhir serta wasiat irfan hakim belum hembus nafas akhir jauh belum tinggal irfan hakim sudah siap kain kafan dan keranda penjelasanbeberapa channel youtube nama nyindir selebriti bagi video narasi pesan wasiat irfan hakim salah artis indonesia tinggal dunia serta foto thumbnail video makam tabur bunga orang sehingga kuat narasi thumbnail papar informasi tinggal irfan hakim namun video putar informasi irfan hakim tinggal dunia wasiat hembus nafas narasi tera thumbnail video karena video muat informasi pesan irfan hakim tinggal dunia muat informasi kait siap irfan hakim kain kafan keranda dll sehingga kelak tinggal dunia repot orang lalu kait kondisi irfan hakim lansir akun instagram pribadi irfanhakim 75 tanggal 21 september 2021 zoom meeting kait bisnis kuliner reseller gabung bisnis kuliner selain tanggal 21 september 2021 irfan hakim isi acara live tayang salah channel televisi swasta indonesia judul acara bintang pantura sehingga irfan hakim sehat dasar referensi pesan wasiat irfan hakim istri anakanaknya tinggal dunia informasi salah masuk kategori koneksi salah referensi tulis novita kusuma wardhanieditor bentang febrylian,HOAX
Relawan Gibran Bogor Gelar Doa Agar Gugatan Usia Capres-Cawapres Dikabulkan MK, 06 Okt 2023 22:45 ,https://news.detik.com/pemilu/d-6969528/relawan-gibran-bogor-gelar-doa-agar-gugatan-usia-capres-cawapres-dikabulkan-mk,rawan walkot solo gibran rakabuming raka nama grak indonesia gelar doa serentak camat wilayah kabupaten bogor giat hadir 100 orangdoa rawan gibran bogor gelar jumat 6102023 lokasi wilayah rt 0207 desa karangasem timur camat citeureup pondok pesantren arafah yayasan islam almaisyaroh camat bojong gede kampung babakan rt 01 rw 01 desa banjarwaru camat ciawisalah koordinator giat doa darajat bakti 36 rawan grak indonesia selamat bangsa harap rawan mk kabul tuntut batas umur usia 40 caprescawapres pimpin indonesia isi sosok muda kualitas ya harap hadir doa malam moga harap pimpin muda doa mk tuju putus batas usia 40 darajat terang tertulisnyadarajat rawan harap doa harap kabul gibran pimpin indonesia depanmas gibran prototipe anak muda rujuk masuk generasi muda kancah politik indonesia sayang iklim demokrasi ruang anak muda capres cawapres ganjal batas usia dasar atur batas usia cantum uu milu no 7 2017 minimal 40 ujarnyaruang anak muda bursa pilih pimpin indonesia temu jalan terjal partai politik struktur ramah terima anak muda andal masuk bursa pilih pimpin indonesia,VALID
[SALAH] CNN Indonesia: Airlangga Pimpin Paling Depan Mengajak Relawan KIB Maju Menangkan Anies-Khofifah 2024				,Juli 23 2023,https://turnbackhoax.id/2023/07/23/salah-cnn-indonesia-airlangga-pimpin-paling-depan-mengajak-relawan-kib-maju-menangkan-anies-khofifah-2024/,hasil periksa fakta luthfiyah oj uin raden mas said surakarta video fakta video narasi kanal youtube cnn indonesia gambar thumbnail asli deklarasi kib pimpin ketua umum partai golkar hartarto instruksi kader kib dukung bangun ikn anies gambar asli isi video bahas airlangga pimpin rawan kib menang anieskhofifah 2024 lengkap jelas kategori konteks manipulasi sumber narasiini baru mantapairlangga pimpin paling depanajak ribu rawan kib maju menang anieskhofifah penjelasanakun youtube suara rakyat memposting video judul capres lain ketar tir bangbang 3 tum kib resmi menang anieskhofifah 2024 18 juli 2023 video milik tampil thumbnail tokoh partai pan golkar ppp anies jajar gang tangan klaim narasi airlangga pimpin ajak ribu rawan kib maju menang anieskhofifah politik 2024 dalam thumbnail cantum logo cnn indonesia telah telusur kanal youtube cnn indonesia temu video narasi thumbnail lebih telusur gambar thumbnail temu gambar identik artikel judul airlangga imbau kader kib kalimantan sukses bangun ikn 18 juni 2022 tidak anies gambar gambar deklarasi koalisi indonesia satu jumat 17 juni 2022 pulau kalimantan ketua umum partai golkar airlangga hartarto pidato instruksi kader partai kib dukung sukses bangun ibu kota nusantara ikn dalam artikel bahas kib resmi menang anieskhofifah isi video bahas kib menang anieskhofifah narasi video narasi artikel milik judul partai nasdem tanya konsistensi demokrat pks dukung anies dalam artikel bahas airlangga pimpin rawan kib maju menang anieskhofifah dengan video gambar thumbnail asli deklarasi kib pimpin ketua umum partai golkar hartarto instruksi kader kib dukung bangun ikn anies gambar asli isi video bahas airlangga pimpin rawan kib menang anieskhofifah 2024 masuk kategori konten manipulasi,HOAX
Granat Evaluasi Penerapan Inpres Pencegahan Narkoba Jelang Hari Anti Narkotika, 26 Jun 2023 07:24 ,https://news.detik.com/berita/d-6792236/granat-evaluasi-penerapan-inpres-pencegahan-narkoba-jelang-hari-anti-narkotika,dewan pimpin pusat gera nasional anti narkotika dpp granat evaluasi terap instruksi presiden inpres nomor 22020 rencana aksi nasional cegah berantas penyalahgunaan edar gelap narkotika ran p 4 gn prekursor narkotika 20202024 rangka jelang anti narkotika hani 2023 dpp granat nilai implementasi inpres menteri lembaga maksimalgranat khawatir inpres implementasi serius pihakpihak dinstruksikan presiden bencana manusia penyalahgunaan narkotika semarak angka edar gelap kepala departemen humas dokumentasi dpp granat slamet pribadi terang tulis minggu 2562023 slamet inpres payung hukum menteri lembaga negara bersamasama cegah berantas narkoba inpres sambung slamet salah komitmen perintah upaya cegah berantas penyalahgunaan edar gelap narkotika bijak terbit lindung warga bencana manusia penyalahgunaan narkotika dampak rusak tubuh akal bangsa slametslamet inpres menteri kabinet indonesia maju sekretaris kabinet jaksa agung kapolri panglima tni kepala bin kepala lembaga negara nonkementerian pimpin sekretariat lembaga negara gubernur bupatiwali kota inpres slamet enam perintah khusus presiden joko widodo jokowiada enam perintah khusus presiden ri inti perintah jajar penyelenggaran negara rencana aksi nasional p 4 gn 20202024 instansi masingmasing instansi aktif keras p 4 gn lembaga negara benarbenar laksana inpres masyarakat terima manfaat bijak strategis slametmantan juru bicara badan narkotika nasional bnn dasar fakta berita angka narkoba angka butuh narkotika giat cegah maksimal masuk politik fokus p 4 gn bengkalai imbuh diapurnawirawan polri inpres maksimal implementasi niscaya derajat sehat masyarakat indonesia meningkatsudah niscaya inpres implementasi picu tingkat derajat sehat masyarakat akibat penyalahgunaan narkotika lawan hukum slametdi samping tunjang faktorfaktor tingkat derajat sehat masyarakat citacita bangsa negara sehat sejahtera nyata serius nyata laksana publikasi diadpp granat saran kementerianlembaga jajar maksimal cegah edar gelap narkoba tingkat signifikan candu bencana kemanusiaansebaiknya presiden inpres tunggu bencana manusia penyalahgunaan narkotika serius laksana inpres perintah slametmenjelang hani 2023 harap negara putih bersih minimal kotor narkotika kotor derajat sehat tingkat negeri cinta indonesia pungkas diasimak rirusia teken janji ekstradisi mudah basmi tppu narkotikagambasvideo 20 detik,VALID
AHY Sambut MK Putuskan Pemilu Tetap Coblos Caleg: Keadilan Berpihak!, 15 Jun 2023 13:49 ,https://news.detik.com/pemilu/d-6774126/ahy-sambut-mk-putuskan-pemilu-tetap-coblos-caleg-keadilan-berpihak,ketua partai demokrat agus harimurti yudhoyono ahy sambut putus mk tolak gugat sistem milu proporsional buka milu 2024 coblos gambar caleg ahy adil dewasa demokrasialhamdulillah mahkamah konstitusi sistem milu proporsional buka milu 2024 adil dewasa demokrasi hak rakyat amanat reformasi ahy cuit twitter kamis 1562023 ahy ajak masyarakat milu 2024 ahy ubah mari kawal milu 2024 demokratis jujur adil tuju ubah ahysenada deputi bappilu demokrat kamhar lakumani sambut putus mk putus mk menang rakyat jugakeputusan menang demokrasi menang rakyat rakyat utama utama rakyat daulat utama pilih wakil parlemen kamharkamhar mk jaga marwah institusi putus partai politik kamhar didik politik kader calegrakyat saji pilihanpilihan calon wakil rakyat kualitas integritas milik rekam jejak katanyasimak video mk tolak gugat sistem milu gambasvideo 20 detik,VALID
Bamsoet Harap Momen Idul Fitri Mampu Mempererat Persatuan Bangsa, 23 Apr 2023 08:15 ,https://news.detik.com/berita/d-6686535/bamsoet-harap-momen-idul-fitri-mampu-mempererat-persatuan-bangsa,ketua mpr ri bambang soesatyo raya raya idul fitri keluarga kawasan black stone beach bal sabtu 224 harap raya idul fitri erat ikat bangsa anak bangsabamsoet nilai idul fitri momen spiritual agama momen kuat ikat sosial saudara manusia jugahari raya idul fitri momen maaf erat bangsa spirit idul fitri lintas ikat politik beda raya idul fitri makna menang bamsoet terang minggu 2342023 bamsoet dorong pimpin nasional politis manfaat momen idul fitri sarana jaga suhu politik cegah pecah anak bangsa 10 indonesia laksana milu pilpres 2024 silaturahmi idul fitri sarana damai hati salah paham komunikasi tradisi silaturahmi politis bangun modal sosial kembang basis jaring politik wakil ketua partai golkar tersebutlebih ketua dpr ri 20 idul fitri raya umat islam anut agama sukacita raya libur lebarantidak raya idul fitri raya umat islam umat agama larut kumpul silaturahmi lebaran simbol simbiosis agama budaya manusia etnis suku bahasa bangsa pungkas bamsoetsimak wapres maruf raya idul fitri rupa momen penuh maknagambasvideo 20 detik,VALID
"Rakernas, Ketua PDIP Sebut Jokowi Dukung Penuh Kemenangan Ganjar", 06 Jun 2023 15:17 ,https://news.detik.com/pemilu/d-6758003/rakernas-ketua-pdip-sebut-jokowi-dukung-penuh-kemenangan-ganjar,ketua dpp pdip nusyirwan soejono presiden joko widodo jokowi dukung penuh menang ganjar pranowo pilpres 2024 jokowi nusyirwan ganjar milik syarat menang presidennusyirwan dukung ganjar tekan jokowi sambut acara rapat kerja nasional rakernas iii pdip sekolah partai lenteng agung jakarta selatan selasa 662023 nusyirwan jokowi dukung penuh menang ganjarpak jokowi ganjar milik syaratsyarat menang presiden jokowi dukung penuh menang ganjar nusyirwan hubung selasa 662023 nusyirwan jokowi tekan menang ganjar dukung rakyat pdip jokowi dukung partai politik relawantetapi capai menang dukung rakyat pdi juang partai politik rawan lapis masyarakat ganjar milik rakyat ujarnyasebelumnya jokowi rakernas pdip gelar salah rencana hadap tantang globaltadi rakernas pdi juang tantangantantangan hadap negara utama kesulitankesulitan global kait krisis pangan energi uang perang jokowi jumpa pers sekolah partai pdip lepas rakernasjokowi harap pdip rencana hadap tantang global pdip menang milu 2024 tantangantantangan pdip desain rencana kelola negara paparnyasehingga tayangantayangan rencana sambung jokowisimak video jokowi pimpin nyali ganjargambasvideo 20 detik,VALID
Megawati Cerita Sarapan Umbi-umbian hingga Sukun: Saya Tetap Sehat, 01 Okt 2023 14:02 ,https://news.detik.com/pemilu/d-6959226/megawati-cerita-sarapan-umbi-umbian-hingga-sukun-saya-tetap-sehat,tum pdip megawati soekarnoputri pidato tutup rakernas iv pdip usung tema daulat pangan megawati sarap umbiumbian sehatsaya canang 10 makan damping beras maret 2020 sarap umbiumbian jagung sukun pisang umur sehat wal afiat semangat megawati lokasi rakernas jiexpo mayor jakarta pusat minggu 1102023 imbau ibuibu pikir cepat konsultasi ahli gizi kait makan sehat inijadi ahli gizi ibuibu mbok pikir cepat cari ahli gizi sih makan sehat sih ujarnyamegawati kader turun simak masalahmasalah rakyat megawati bicara istilah makan siang gratisseperti suka dengar makan siang gratis hasil halhal butuh kebun rumah nanam cabe itung cabe rawit batang ujarnyananti detail banget ituitungan irt loh sambel kultur politik lahir krisis percaya organisasi parpol yg megawatilihat video arah megawati rakernas iv pdip turun rakyatmenangkan ganjargambasvideo 20 detik,VALID
Relawan Prabowo Bentuk Tim Kampanye Digital Pakai Artificial Intelligence, 12 Agu 2023 08:11 ,https://news.detik.com/pemilu/d-6872190/relawan-prabowo-bentuk-tim-kampanye-digital-pakai-artificial-intelligence,rawan capres prabowo subianto daerah pandang tim digital gagas pilih muda anthony leong pimpin pasu kampanye digital rawan prabowo digital team pridekami saudara anthony leong pimpin pasu digital rawan tim menang menang pilpres 2024 grand design strategy makro pesan gagas prabowo optimal pelosok rawan prabowo sulawesi selatan ihsan chumaidi terang tulis sabtu 1282023 dasar survei prabowo subianto tingkat sisi elektabilitasnya contoh survei lsi denny ja rilis juli 2023 januari 2023 angka 385 juli 2023 hasil sentuh angka 52 lihat momentum rawan prabowo pasu digital capres partai gerindra bentuk kejar tingkat elektabilitas desak hadir rawan segmentasi milik diferensiasi ranah digitaldesakan rawan prabowo daerah indonesia heran pasal ranah digital khusus media sosial medan perang politis kontestasi milu 2024 pilih generasi milenial z dominasi daftar pilih dpt media sosial setia manfaat platform informasihal nada rawan prabowo sumatera utara wilson andy pride 2024 kuat aspek agenda digital rawan kejar menang prabowo milu harap sistem teknologi informasi artificial intelligence ai hadir kemenanganselain hadir sentimen positif prabowo medsos kembang teknologi cerdas big data bantu orang paham manfaat tim ujarnyakoordinator nasional pride anthony leong kembang teknologi tuntut ubah strategi kampanye politik kontestan dinamika dorong rawan dukung tampil citra positif prabowo rilis website konsolidasi rawan digital wwwrelawanprabowoorg wwwprabowoaitentu elaborasi sistem ai campaign publikasi konten positif prabowo internet indonesia capai 21563 juta orang periode 20222023 internet tara 7819 total populasi indonesia 27577 juta jiwa angka fantastis anthonyselain rangkul kelompok milenial generasi z kelompok dominasi daftar pilih milu 2024 106358447 jiwa 52 total dpt pilih muda masuk target utama kampanye gagas capres prabowo subiantokami konsisten dukung kontestasi teduh polarisasi suasana politik damai komunikasi politik ranah digital rangka bawa prabowo subianto kursi menang presiden ri periode 20242029 komitmen tuju anthonysimak video mardani fakta prabowo endorse jokowigambasvideo 20 detik,VALID
Anwar Usman Tak Masalah Partai Buruh Mau Laporkan Hakim MK ke MKMK, 03 Okt 2023 19:09 ,https://news.detik.com/berita/d-6963409/anwar-usman-tak-masalah-partai-buruh-mau-laporkan-hakim-mk-ke-mkmk,presiden partai buruh said iqbal lapor majelis hakim mk kesah uu ciptaker majelis hormat mk mk ketua mk anwar usman sila warga laporanitu hak warga negara lapor ya sesuai prosedur anwar mk jakarta selasa 3102023 sahsah berat putus mk putus mk timbul kontroversi putus hakim ya ciptaker putus timbul pro kontra puas puas katanyasebelumnya mahkamah konstitusi mk putus batal uu ciptaker presiden partai buruh said iqbal ancam aksi mogok kerja nasionaldalam konsolidasi kawankawan gera buruh majelis hakim dengar jalan mogok kerja pilih laku mogok nasional 5 juta buruh stop produksi said wartawan patung kuda selasa 2102023 lapor majelis hakim mk konstitusi uu ciptaker majelis hormat mk mkkami lawan lapor mkmk lapor rabu kamis judicial review uji materiil masuk senin imbuhnyalebih said duga konspirasi politik lingkung mk ganti salah hakim mk aswanto dewan wakil rakyat dpr mendadakkami duga konspirasi politik bau sengat ganti hakim aswanto dpr tibatiba ganti hakim mk periode pensiun hakim aswanto salah apaapa pungkasnyadiberitakan mk tolak perppu 22022 cipta kerja ciptaker sah uu nomor 62023 beleid gugat elemen buruh masyarakatmenolak mohon gugat anwar usman buka sidang siar channel youtube mk senin 2102023 lihat video jubir anies tanggap partai buruh prioritas partai kursi parlemengambasvideo 20 detik,VALID
Legislator PD Puji Operasi Escobar: Sudah Tepat Instruksi Presiden ke Kapolri, 09 Okt 2023 11:34 ,https://news.detik.com/berita/d-6972396/legislator-pd-puji-operasi-escobar-sudah-tepat-instruksi-presiden-ke-kapolri,anggota komisi iii dpr ri didik mukrianto apresiasi satgas tanggulang penyalahgunaan edar gelap narkoba operasi escobar ii hasil selamat 19 juta orang bahaya penyalahgunaan narkoba didik instruksi presiden joko widodo jokowi polri kait berantas narkobaya kali apresiasi kerja polri berantas jahat narkotika cermat informasi kepala tugas tanggulang penyalahgunaan edar gelap narkoba polri irjen asep edi suheri harap polri analisa temu pola efektif berantas narkoba didik wartawan senin 9102023 berantas narkotika masif sistem strategis struktur tanggulang presiden instruksi kapolri serius tega hukum berantas narkotika jahat narkotika struktur sistematis masif rusak negara rampas hakhak dasar sosial ekonomi rakyat indonesia rusak generasi bangsa ujarnyadidik operasi kali bekuk sangka harap polri puas berantas narkoba mesti masif berkesinambunganhal sifat jahat daya rusak segenap aparat masyarakat henti perang narkoba jaring narkoba jera henti sambungnyaia merinci tantang indonesia berantas sebar obat larang salah kait geografis indonesia luas batas langsung negarasecara geostrategis pulau indonesia jembatan lalulintas angkut manusia barang asia australia indonesia jalur lintas samudera hindia pasifik ramai armada dagang internasional kondisi rawan edar narkotika indonesia katanyasecara demografis negara duduk dunia indonesia pasar potensial kait pasar gelap narkoba sisi sosial ekonomi politik tingkat anggur miskin menumbuhsuburkan edar narkotikasituasi instabilitas politik masif tega hukum berantas narkoba korupsi tingkat turun moral karakter iman tantang berantas narkotika katanyaseperti kasatgas tanggulang penyalahgunaan edar gelap narkoba polri irjen asep edi suheri operasi escobar ii kali hasil selamat 19 juta orang bahaya penyalahgunaan narkobaoperasi escobar ii jalan satgas tangkap 1532 orang sangka kurun 10 satgas bentuk 21 30 september barang bukti narkoba sita sabu ekstasi ganja tembakau gorilla ketamin obat kerassimak fakta zul zivilia kaki tangan jaring narkoba fredy pratamagambasvideo 20 detik,VALID
"SMRC Simulasi Duetkan Ganjar dengan 7 Bacawapres, Begini Kekuatannya", 06 Jul 2023 17:05 ,https://news.detik.com/pemilu/d-6809410/smrc-simulasi-duetkan-ganjar-dengan-7-bacawapres-begini-kekuatannya,saiful mujani research and consulting smrc rilis hasil survei elektabilitas bacapres pdip ganjar pranowo bacawapres potensial nama santer publik nama ganjar elektabilitas pasang menparekraf bacawapres usung ppp sandiaga unodalam survei nasional smrc mei 2023 ganjar simulasi pasang nama bacawapres airlangga hartarto erick thohir khofifah indar parawansah mahfud md sandiaga uno said aqil siroj yahya cholil staquf lawan prabowo subianto pasang muhaimin iskandar cak imin anies baswedan agus harimurti yudhoyono ahywalaupun putus aspirasi logis pkb muhaimin iskandar calon wakil prabowo subianto demokrat agus harimurti yudhoyono wakil anies posisi kirakira kuat elektabilitas ganjar pasang airlangga hartarto erick thohir khofifah indar parawansah mahfud md sandiaga uno said aqil siroj yahya cholil staquf smrc saiful mujani terang kamis 672023 saiful jabar simulasi pasang ganjar beda suara signifikan statistik suara prabowocak imin beda suara 62 kali margin of errorkalau timbang preferensi pilih tokoh pasang ganjar kompetitif hadap prabowomuhaimin beda tokoh tokoh saifulsaiful nilai timbang tokohtokoh gadang damping ganjar dasar timbang aspirasi pilih timbang pakar ahli tokoh tokoh uji pasang ganjar beda signifikan sisi publik rakyat tokohtokoh beda pasang ganjar dasar preferensi rakyat nilai ahli saifulsaiful milik tokoh milik tokoh nilai airlangga beda tokoh ketua partai golkar sandiaga petinggi ppp erick gabung pan tokohtokoh partai saiful pdip penuh syarat presidential threshold usung ganjar capres partai segalagalanyakarena ganjar leluasa timbang partai faktor nu tokoh masuk kriteria said yahya mahfud khofifah imbuhnyaberikut hasil simulasi capres cawapres survei smrc terbaruskema 1 ganjarairlangga 332 prabowomuhaimin 311 aniesahy 233 124 skema 2 ganjarerick 329 prabowomuhaimin 324 aniesahy 224 122 skema 3 ganjarkhofifah 312 prabowomuhaimin 328 aniesahy 239 12 skema 4 ganjarmahfud 333 prabowomuhaimin 301 aniesahy 245 122 skema 5 ganjarsandiaga 339 prabowomuhaimin 307 aniesahy 231 123 skema 6 ganjarsaid aqil 305 prabowomuhaimin 327 aniesahy 237 131 skema 7 ganjaryahya cholil staquf 299 prabowomuhaimin 333 aniesahy 244 124 simak ketua tim menang ganjar bahas masuk andika perkasagambasvideo 20 detik,VALID
Analisis Bos PPI soal Ganjar Hanya Bikin 1 Postingan IG Acara Apel PDIP Jateng, 31 Agu 2023 06:58 ,https://news.detik.com/pemilu/d-6904889/analisis-bos-ppi-soal-ganjar-hanya-bikin-1-postingan-ig-acara-apel-pdip-jateng,direktur parameter politik indonesia adi prayitno respons kait isu beda postingan instagram capres pdip ganjar pranowo ketua dpp pdip puan maharani kait acara apel menang pdip jatidiri semarang adi ganjar pranowo sengaja tersebutberdasarkan telusur ganjar pranowo memposting 1 momen kait acara apel menang pdip ganjar pranowo gelar jatidiri semarang jumat 258 puan maharani memposting 5 momen instagram pribadinyaperbedaan sorot adi prayitno lantas alas banding ganjar puan maharani beda struktur partai acara partai konsolidasi politik pdip jawa ekspos politik kaderkader pdip garis utama puan maharani ganjar baris elite partai dipublish nggak dipublish 1 adi prayitno acara adu perspektif siar detikcom kolaborasi total politik rabu 3082023 adi situasi ganjar pranowo posisi sulit ganjar bayangbayang tugas partai tum pdip megawati soekarnoputrimenjadi ganjar pranowo nggak gampang sisi bayangbayang persepsi publik tugas partai intonasi nggak bagus ganjar intensi negatif kuat cek instagram ganjar pranowo warna merah macem amplifikasi gradasigradasi amplifikasi warna merah nggak dominan anggap timbul resistensi oke ucapnyasementara ganjar tegak lurus loyalitas kader ganjar memposting momen acara tersebutdengan harap postingan 1 foto euforia wakil suasana hati sungguh bilang dayung gimana tegak lurus partai resistensi persepsi publik kentara jelasnyalebih adi nyata ganjar tugas partai dampak buruk nyata respons kader psi kontak politikkarena ganjar tugas partai langsung ngeongngeong sembelehoi kritik statemenstatemen politis psi oh kontrak politik bikin intensi pokok bilang kontrak politik pdip ganjar urus ganjar relatively resistensi kuat level publik 3 relatively elektabilitas ganjar stagnan diaadi ganjar milik pdip milik publik ganjar barang publik klaim ganjar ya merah dukung biru coklat putih hitam garisgaris imbuhnyasimak video ppi pkb murung pangolkar gabung koalisi prabowogambasvideo 20 detik,VALID
Masinton: Ketua MK Tak Boleh Komentar soal Gugatan Usia Capres/Cawapres, 14 Sep 2023 08:35 ,https://news.detik.com/pemilu/d-6930171/masinton-ketua-mk-tak-boleh-komentar-soal-gugatan-usia-caprescawapres,politis pdip masinton pasaribu sayang ketua mk anwar usman komentar singgung pimpin muda gugat usia caprescawapres masinton nilai anwar usman komentar materi gugat bentuknyaitu materi gugat nggak hakim komentar ya masinton diskusi adu perspektif siar detikcom totalpolitik rabu 1392023 masinton anwar usman tahan komentar kait gugat usia caprescawapres kisikisi publik iya kisikisi nggak kisikisi tahan gitu loh ya ucapnyalebih masinton bicara kait kode etik hakim anwar usman tahan tolak kait gugat tersebutapapun nggak etik publik nggak kutip komentar tahan hakim selesai nggak diaanwar usman singgung pimpin muda gugat usia capres cawapres anwar usman contoh nabi muhammad saw itusaya putus ya insyaallah periksa selesai tinggal nunggu putus anwar usman kuliah kampus semarang tayang youtube senin 119 anwar mahasiswa gugat usia caprescawapres mkanwar usman contoh nabi muhammad sawsaya contoh nabi muhammad angkat panglima perang umur bas muhammad alfatih lawan kuasa bizantium dobrak konstantinopel istanbul usia 17 anwar usman latar hakim adil agama itusaya singgung putus kait sambung anwar usmansimak putus gugat batas usia cawapres ketua mkgambasvideo 20 detik,VALID
"Luhut Absen, Sidang Haris Azhar dan Fatia Ditunda hingga 8 Juni", 29 Mei 2023 11:17 ,https://news.detik.com/berita/d-6744311/luhut-absen-sidang-haris-azhar-dan-fatia-ditunda-hingga-8-juni,menteri koordinator maritim investasi luhut binsar pandjaitan hadir saksi sidang periksa saksi cemar nama dakwa haris azhar fatia maulidiyanti sidang tunda 8 junijaksa tuntut jpu luhut absen negeri jaksa surat mohon maaf luhut hadir sidang hakimjadi tuntut layang surat panggil saksi saudara luhut binsar pandjaitan 23 mei 2023 hadir sidang sangkut mohon maaf sangkut negeri laksana surat negara jaksa sidang pn jaktim senin 2952023 jaksa sambut protes dukung haris fatia kuasa hukum haris berat hakim tunda jadwal sidang luhutyang mulia baca surat mohon kuasa hukum saksi jaksa usul tanggal 8 juni usul jaksa kuasa penuh majelis hakim sedia mulia independensi hormat adil sesuai jadwal sidang tunda senin senin sesuai tanggal kuasa hukum haris azhar persidanganprotes tim kuasa hukum fatia maulidiyanti bukti tugas negara laksana luhut absen sidang inimohon majelis hakim putus sebijakbijaknya klaim tugas negara ujarnyaprotes haris azhar fatia maulidiyanti fatia haris periksa sidang penundaanketua majelis hakim cokorda gede arthana sidang cemar nama rampung hakim tunda sidang 8 juni 2023 majelis hakim musyawarah sangkut kabul sidang kamis tanggal 8 juni 2023 1000 wib pagi hakim cokordasimak lengkap halaman,VALID
